# Constructed from biom file
#OTU ID	H1A	H2A	H3A	H1L	H2L	H3L	H1N	H2N	H3N	H1R	H2R	H3R	H1S	H2S	H3S	L1A	L2A	L3A	L1L	L2L	L3L	L1N	L2N	L3N	L1R	L2R	L3R	L1S	L2S	L3S
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Candidatus Methanoregula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22987615147e-05	0.000114784205693	0.000127651038532	1.7162373213e-05	0.000353857041755	0.0	7.93419904261e-05	0.000204927364634	2.26500566251e-05	0.00010718113612	0.000121506682868	0.000123508251895	0.0	0.000146920545369	4.93372364569e-05	0.000162591711887
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2D;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6471725295e-05	0.0	4.16302402065e-05	0.0	5.2894660284e-05	2.27697071816e-05	5.66251415629e-05	0.0	2.02511138113e-05	3.08770629738e-05	0.0	0.0	0.0	4.06479279719e-05
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2a-2b;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86960514233e-05	0.0	1.7162373213e-05	6.24453603097e-05	0.0	0.0	0.0011157156519	0.000815402038505	0.000171489817792	8.1004455245e-05	1.54385314869e-05	1.73617139484e-05	0.000940291490362	6.57829819426e-05	0.00010161981993
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000346481390302	0.000102974239278	0.000166520960826	0.0	5.2894660284e-05	2.27697071816e-05	1.13250283126e-05	8.5744908896e-05	4.05022276225e-05	0.000293332098251	8.6808569742e-05	0.000205688763517	0.000148011709371	8.12958559437e-05
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91664837263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides	2.7020454484e-05	0.0	0.0	6.64805212073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86960514233e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73617139484e-05	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus	0.000216163635872	0.000367740657973	0.0	0.000243761911093	7.08687086304e-05	0.0	0.000240748383547	1.99497266887e-05	1.62019409925e-05	0.000244119589879	4.75843035244e-05	8.82890836854e-05	0.000112151629002	5.78787440313e-05	0.000196780184235	0.00017217630854	0.000237066214417	0.000120136612491	0.0	0.0	5.2894660284e-05	0.0	4.53001132503e-05	4.2872454448e-05	0.0	0.000262455035277	0.000138893711587	0.000264456981664	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__YC-E6;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73921028466e-05	0.0	3.43247464259e-05	0.0	0.0	2.6447330142e-05	0.0	1.13250283126e-05	0.0	6.07533414338e-05	3.08770629738e-05	6.94468557936e-05	5.87682181476e-05	0.0	4.06479279719e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;Other;Other	0.0	0.0	2.28138617024e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73838763341e-05	2.89393720156e-05	2.45975230294e-05	2.86960514233e-05	0.0	8.58118660648e-05	0.0	0.0	0.0	0.0	0.0	2.1436227224e-05	0.0	0.0	5.20851418452e-05	0.0	0.0	6.09718919578e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__;g__	0.000702531816585	0.00118808520268	0.000136883170214	0.00294730310686	7.08687086304e-05	7.09733282233e-05	0.000653459898198	0.000179547540199	6.48077639701e-05	0.000488239179758	4.75843035244e-05	0.00175316894747	0.000542066206845	7.23484300391e-05	0.00351744579321	0.000315656565657	0.000455896566187	0.000875281033861	4.16302402065e-05	0.000953294580054	0.000476051942556	0.000409854729268	0.00083805209513	0.00021436227224	6.07533414338e-05	0.000416840350146	0.000225702281329	0.000235072872591	0.000460480873598	8.12958559437e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__20c-4;g__	0.000189143181388	0.000339452915052	0.0	0.000620484864601	0.0	0.0	0.000137570504884	0.0	0.0	0.000258479565754	0.0	0.00032793088226	0.000299071010673	0.0	0.000774821975427	0.0	3.6471725295e-05	0.00017162373213	0.0	0.000327788988094	0.0	4.55394143631e-05	2.26500566251e-05	4.2872454448e-05	0.0	7.71926574344e-05	0.0	2.93841090738e-05	1.64457454856e-05	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__CCA47;g__	0.000324245453809	0.000480891629657	9.12554468095e-05	0.00139609094535	5.66949669043e-05	4.2583996934e-05	0.000515889393314	0.0	6.48077639701e-05	0.000143599758752	3.17228690163e-05	0.00143785079145	0.00076636946485	5.78787440313e-05	0.00207849069599	0.000918273645546	0.000784142093842	0.000669332555306	0.000187336080929	0.000105253344801	0.000423157282272	0.00043262443645	0.00116647791619	0.000836012861736	0.000121506682868	0.000432278881633	0.000364595992916	0.000323225199812	0.00126632240239	0.000894254415381
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1;g__	0.00394498635467	0.00463918983904	0.000114069308512	0.0210964853964	0.000481907218687	0.000411645303695	0.00577796120512	0.0	0.00165259798124	0.0047531520147	7.93071725407e-05	0.0111622627231	0.00622441540963	8.68181160469e-05	0.0248434982597	0.00166437098255	0.00461367324981	0.00849537474042	0.000790974563923	0.0106516384939	0.00145460315781	0.00204927364634	0.00253680634202	0.00109324758842	0.000708788983394	0.00443085853674	0.00262161880621	0.00205688763517	0.00208860967668	0.00148364937097
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__TMEG;g__	2.7020454484e-05	0.0	0.0	0.000598324690866	0.0	0.0	8.59815655523e-05	0.0	0.0	8.61598552514e-05	0.0	0.000138739988649	0.000186919381671	0.0	0.000282871514838	0.00017217630854	3.6471725295e-05	0.000223110851769	6.24453603097e-05	0.00013532572903	0.000105789320568	0.000182157657453	0.000124575311438	8.5744908896e-05	0.0	0.000123508251895	6.94468557936e-05	0.000205688763517	9.86744729139e-05	0.000223563603845
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__	0.00027020454484	0.000254589686289	0.0	0.000554004343394	1.41737417261e-05	0.000141946656447	0.000275141009768	0.0	6.48077639701e-05	0.000129239782877	0.0	0.000252254524816	0.000261687134339	0.0	0.000971602159663	0.000573921028466	0.000747670368547	0.000823793914222	0.000145705840723	0.000679635883572	0.000952103885113	0.00134341272371	0.00260475651189	0.000192926045016	0.000202511138113	0.000586664196502	0.000190978853432	0.00199811941702	0.00146367134822	0.000569070991606
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__;g__	0.0	0.0	0.0	2.21601737358e-05	0.0	0.0	1.71963131105e-05	0.0	0.0	0.0	0.0	1.26127262408e-05	0.0	0.0	9.83900921177e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.55394143631e-05	0.0	0.0	0.0	1.54385314869e-05	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__pMC2A384;f__;g__	0.0	5.6575485842e-05	0.0	0.000110800868679	0.0	0.0	0.0	0.0	0.0	2.87199517505e-05	0.0	0.0	0.0	0.0	3.68962845441e-05	0.0	0.0	0.0	0.0	9.02171526865e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30;f__;g__	0.000297224999324	0.000113150971684	4.56277234047e-05	0.000199441563622	7.08687086304e-05	0.000340671975472	0.000498693080204	0.000199497266887	0.000275432996873	0.000373359372756	0.000158614345081	0.000845052658132	0.000803753341184	5.78787440313e-05	0.000725626929368	0.000286960514233	0.000328245527655	0.000514871196389	0.000166520960826	0.00368386706803	0.000740525243977	0.000341545607723	0.000532276330691	0.00175777063237	0.000243013365735	0.000879996294752	0.000295149137123	8.81523272214e-05	0.000197348945828	0.000365831351747
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__	0.00121592045178	0.00056575485842	0.00086692674469	0.00119664938173	5.66949669043e-05	0.000752317279166	0.00163364974549	0.000279296173642	0.000486058229776	0.000516959131509	3.17228690163e-05	0.0017027180425	0.0031215536739	0.000405151208219	0.00166033280449	0.00109044995409	0.00120356693473	0.00101258001957	0.000811789684026	0.000974345249014	0.000581841263124	0.000523703265176	0.000464326160815	0.00102893890675	0.000283515593358	0.00131227517639	0.000364595992916	0.00099905970851	0.000575601091998	0.00123976180314
